query_id,answer
438,1909 4396 4354 1901 4286 4328 4234 1907 1899 4308
439,2663 4440 2968 4008 4420 2908 4371 2220 2942 2217
440,4219 4395 2646 4214 4424 3026 4389 4384 4257 4387
441,4219 2646 4322 4010 4331 4308 4234 4531 4361 4516
442,4214 4424 4395 4209 4301 4219 4235 2646 4313 4207
443,2865 1966 4408 4219 4400 2831 2521 2696 4361 4403
444,4220 2405 3995 4366 4451 4447 3469 3861 4383 4214
445,4286 4396 1907 1909 4234 4308 4328 4045 4153 4227
446,4364 4232 2693 2908 2794 2253 2663 2254 4407 4394
447,2865 1958 1966 4234 4504 4387 4219 2408 4400 4257
448,4400 2865 4408 2831 4234 4403 4387 2521 4504 4409
449,1958 4504 4387 4408 2521 4400 4234 4219 4403 4361
450,2646 4361 2962 4400 4408 2521 2865 2831 4234 2408
451,4321 4436 4286 1951 3467 4532 4320 4308 4153 4234
452,4219 3127 2646 4308 2962 4384 4234 4408 4331 4361
453,4440 4218 4384 4389 3078 2220 4243 4525 4312 2221
454,4209 4445 2247 4367 4400 4234 4431 2238 2831 2921
455,1951 4234 4362 4286 4045 4308 4361 4436 1907 4321
456,4361 3844 4406 4384 2866 4322 4204 4234 4010 4219
457,1951 4308 4286 4234 4328 3467 2962 4436 2646 4361
458,4436 4321 4354 4320 4243 4317 4319 4318 4315 4242
459,4423 4364 4220 4321 2908 2917 3028 4436 4318 4047
460,4361 2865 4400 4219 2831 1966 3844 2521 4406 4408
461,4395 4219 2646 4214 4424 2665 4234 4384 4361 3026
462,4234 4408 4296 4354 4243 2238 4249 2695 3469 4388
463,4440 2865 4361 2521 4406 4389 2866 4408 4394 1966
464,4406 4303 4257 2037 4361 3844 2866 4408 2943 4322
465,4234 4408 1966 2408 2865 4400 4407 4403 4361 2831
466,4332 2706 3859 2905 4436 4321 2890 2910 4243 2920
467,1951 4234 4286 4361 4532 4045 4331 4436 4308 4321
468,2197 4243 4242 4008 4354 3862 2918 3780 2244 2921
469,4008 2217 4388 4420 4243 4375 2663 2942 3595 4266
470,2865 4400 4408 4361 2831 4387 2408 2521 4403 4389
471,3580 4243 4266 4304 4218 4204 4207 2095 4381 4276
472,3993 4266 4436 4243 2953 4134 2895 4311 4321 4365
473,4440 4384 4219 1966 4389 4361 2866 2865 4509 4394
474,4308 4321 1951 4436 3467 4286 4234 4320 4153 4532
475,4440 2968 2663 4389 2696 3643 2894 2220 2886 4005
476,4440 2220 2696 4389 2663 2894 4371 3643 4243 3128
477,2968 2663 4371 4008 3643 2942 2794 2220 3128 2217
478,1966 2865 4257 4219 2408 1958 4509 3567 4387 4400
479,4328 4234 1909 4396 4308 4362 4286 1907 1901 1918
480,2696 3078 3470 4219 4400 2865 2866 1966 4384 4408
481,2663 4008 4420 2217 2948 2968 2942 3595 4375 4266
482,4045 4153 4328 2802 1901 2521 4362 4407 4286 1907
483,4328 4396 3436 4286 4308 4367 4431 4551 2920 4242
484,4408 4440 4400 4219 2865 2521 2866 4387 4407 4403
485,1966 4408 4400 2865 2831 4361 4219 4403 2408 4407
486,4396 4407 4328 4387 4403 1907 4308 4234 4400 2408
487,4308 4234 4362 1909 4286 4400 3467 4331 4045 4153
488,3467 1951 4532 4214 4286 4436 4320 4308 4234 4204
489,4361 2646 4219 4308 4234 4408 4384 2866 4394 2521
490,4389 4384 2646 4308 4361 4219 4440 4331 2943 4234
491,4395 4219 2646 4214 4389 4440 4235 2521 4361 3026
492,1966 4219 4387 2646 4504 4384 4308 4257 4408 2831
493,4269 4375 4266 2663 3128 3643 2942 4510 4440 4321
494,4214 2698 4308 4290 4321 1951 4227 4234 4361 4204
495,4220 4423 4364 3661 2668 3054 3688 4232 2324 4414
496,2646 4234 4308 4406 4396 4331 4361 4219 4408 1966
497,2944 2521 4395 2646 3843 4219 4214 4424 2802 2831
498,4408 4361 2521 2865 4257 1958 2944 4400 2943 4389
499,4433 4354 4243 4050 4153 4375 4371 2942 1901 2217
500,4362 2196 4050 4243 4153 1901 4045 4433 3265 4234
